unit_link,lith_rank,lith1,lith2,lith3,lith4,lith5,low_lith,lith_form,lith_com
NJSObb;7,Major,Igneous,Hypabyssal,Lamprophyre,,,Lamprophyre,"Volcaniclastic, volcanic breccia","Medium-dark-gray, fine-grained ouachitite (olivine-free biotite lamprophyre) containing pebble- to cobble-size xenoliths of Middle Proterozoic rock. Autoliths of lamprophyre. "
NJSObb;7,Minor,Sedimentary,Carbonate,Dolostone,,,Dolostone,,containing pebble- to cobble-size xenoliths of dolomite of the Kittatinny Supergroup(?). 
NJSObb;7,Minor,Igneous,Plutonic,Syenitic,Syenite,,Syenite,,autoliths of potassic syenite 
NJSObb;7,Minor,Igneous,Plutonic,Intrusive-carbonatite,,,Intrusive-carbonatite,,Autoliths of carbonatite. 
NJSObl;7,"Indeterminate, major",Igneous,Hypabyssal,Lamprophyre,,,Lamprophyre,Dike or sill,"Lamprophyre, tinguaite (phonolite with acicular acmite crystals), phonolite, bostonite (trachyte), and malignite (mafic nepheline syenite), "
NJTht;1,Minor,Unconsolidated,Fine-detrital,Clay,,,Clay,Bed,locally clayey 
NJTkb;0,Incidental,Unconsolidated,Coarse-detrital,Gravel,,,Gravel,Bed, 
NJSObl;7,"Indeterminate, major",Igneous,Plutonic,Syenitic,Syenite,,Syenite,Dike or sill,"Lamprophyre, tinguaite (phonolite with acicular acmite crystals), phonolite, bostonite (trachyte), and malignite (mafic nepheline syenite), "
NJTRs;5,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,pebble to cobble quartzite conglomerate 
NJSObl;7,"Indeterminate, major",Igneous,Volcanic,Alkalic-volcanic,Phonolite,,Phonolite,Dike or sill,"Lamprophyre, tinguaite (phonolite with acicular acmite crystals), phonolite, bostonite (trachyte), and malignite (mafic nepheline syenite), "
NJSObl;7,"Indeterminate, major",Igneous,Volcanic,Felsic-volcanic,Trachyte,,Trachyte,Dike or sill,"Lamprophyre, tinguaite (phonolite with acicular acmite crystals), phonolite, bostonite (trachyte), and malignite (mafic nepheline syenite), "
NJSObs;7,Major,Igneous,Plutonic,Foidal-syenitic,Nepheline-syenite,,Nepheline-syenite,,"Medium- to dark-gray, medium- to coarse-grained, alkalic to alkalic-calcic nepheline syenite. Composed principally of nepheline, orthoclase, biotite, and clinopyroxene, and accessory minerals are magnetite, apatite, titanite, zircon, and pyrite.  "
NJSp;7,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"Greenish-gray, finely crystalline to aphanitic, thin- to medium-bedded, flaggy dolomite containing discontinuous lenses of disseminated, rounded quartz grains. Some local argillaceous dolomite. "
NJSp;7,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,Some local quartz sandstone beds. 
NJSs;7,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"Upper part is medium- to medium-dark-gray, or dark-greenish-gray, medium- to thick-bedded sandstone. Grains are well rounded and moderately to well sorted. Contains sparse graphite flakes. Lower part is light- to medium-gray to light-olive-gray, thin- to thick-bedded quartz and feldspathic sandstone. Sandstone is feldspathic and locally approaches an arkose in compostion.  "
NJSs;7,Major,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,"Pebble conglomerate having well rounded grains, some of which are limonite stained. Conglomerate consists of matrix-supported quartz and subordinate shale pebbles as long as 5 cm (2 in.) in poorly to well-sorted, planar tabular to trough crossbedded sandstone. lower part is quartz-pebble conglomerate, which is matrix-supported, poorly to well sorted, cross to planar bedded. Clasts are primarily quartz and sparse dark-gray argillite and black chert.  "
NJSs;7,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,"Local black to dark-greenish-gray, thin-bedded shale near upper contact. Middle part, occurring in southwest and sporadically in northeast, is light- to medium-dark-gray, greenish-gray, interbedded thin- to medium-bedded, planar tabular to trough cross-bedded shale and sandstone.  "
NJTc;1,Minor,Unconsolidated,Coarse-detrital,Gravel,,,Gravel,Bed,"Interbedded gravel, sand, and clay, massive to thickbedded. The lower 18.3 m (60 ft) consists of interbedded gravel; gravel clasts are typically less than 0.64 mm (0.025 in) in diameter. "
NJTc;1,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,Bed,"Interbedded gravel, sand, and clay, massive to thickbedded. The lower 18.3 m (60 ft) consists of medium- to very coarse grained, poorly sorted sand; The upper 12.2 m (40 ft) consists of an extensively burrowed, fine- to medium-grained glauconitic (about 5 percent) quartz sand. Quartz and siliceous rock fragments compose most sand grains. Feldspar is present in most samples but usually constitutes less than 10 percent of the sand fraction. "
NJTc;1,Major,Unconsolidated,Fine-detrital,Clay,,,Clay,Bed,"Interbedded gravel, sand, and clay, massive to thickbedded. The lower 18.3 m (60 ft) consists of thin to thick beds of medium- to dark-gray, very woody clay. The upper 12.2 m (40 ft) consists of a thick-bedded, medium-gray, extensively bioturbated clay-silt. "
NJTc;1,Minor,Unconsolidated,Fine-detrital,Silt,,,Silt,Bed,"The upper 12.2 m (40 ft) consists of a thick-bedded, medium-gray, extensively bioturbated clay-silt. "
NJTch;0,Minor,Unconsolidated,Coarse-detrital,Gravel,,,Gravel,Bed, 
NJTch;0,Minor,Unconsolidated,Fine-detrital,Clay,,,Clay,Bed, 
NJTch;0,Minor,Unconsolidated,Fine-detrital,Silt,,,Silt,Bed, 
NJTch;1,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,Bed,"Sand, white to yellow with local gravel and clay. Sand is typically medium grained and moderately sorted although it ranges from fine to very coarse grained and from poorly to well sorted. Sand consists of quartz and siliceous rock fragments. Some beds are locally micaceous, and in the Lakehurst area, Ocean County, some beds have high concentrations of ""black"" sand (pseudorutile) that was once extensively mined. In general, the sand is crossbedded, although the style of crossbedding varies significantly with the paleoenvironment. "
NJTch;1,Minor,Unconsolidated,Coarse-detrital,Gravel,,,Gravel,Bed,"Gravel beds occur locally, especially in updip areas such as near New Egypt, Ocean County, in the Atlantic Highlands and in the highlands west of Barnegat, Ocean County, in the southern part of the central sheet and in mixed marine and nonmarine facies in the northeastern part of the southern sheet where gravel occurs in well-defined channels. Most of the gravel is 1.3 to 2.5 cm (0.5-1.0 in) in diameter, but pieces as long as 10 cm (4 in) are present. The gravel is composed of quartz with small amounts of black chert and quartzite. "
NJTch;1,Minor,Unconsolidated,Fine-detrital,Clay,,,Clay,Bed,"Clay commonly occurs as discrete, thin, discontinuous beds, is dark gray where unweathered, white or red where weathered. Lesser, thin laminated clay strata also are present. Locally, as near Lakehurst, thick, dark-gray, very lignitic clay was uncovered during the mining of ilmenite and is informally called the Legler lignite (Rachele, 1976). "
NJTch;1,Major,Sedimentary,Clastic,Mixed-clastic,,,Mixed-clastic,Bed,Locally stained red or orange brown by iron oxides and (or) cemented into large blocks of ironstone. 
NJTRs;2,Minor,Sedimentary,Clastic,Mixed-clastic,Siltstone-mudstone,,Siltstone-mudstone,Bed, 
NJTRs;2,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed,argillaceous siltstone 
NJTht;0,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,Bed,"Sand, glauconite, clayey, extensively bioturbated, massive, medium-green in the shallow subsurface. Common to abundant microfauna in the subsurface are not present in outcrop. In the deep subsurface, the Hornerstown Formation consists of glauconite sand at base, overlain by a thin, laminated, dark-gray clay-silt that grades upward into a finegrained, clayey glauconite quartz sand.  "
NJTht;0,Major,Unconsolidated,Fine-detrital,Clay,,,Clay,Bed,"Sand, glauconite, clayey, extensively bioturbated, massive, medium-green in the shallow subsurface. Common to abundant microfauna in the subsurface are not present in outcrop. In the deep subsurface, the Hornerstown Formation consists of glauconite sand at base, overlain by a thin, laminated, dark-gray clay-silt that grades upward into a finegrained, clayey glauconite quartz sand.  "
NJTRscq;2,Major,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,Some coarse-grained sandstone in lower part contains thick beds of conglomerate (Trsc) which have been mapped in the vicinity of Stockton 
NJTht;1,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,Bed,"Sand, glauconite, fine- to medium-grained, locally clayey, massive, dark-gray to dusky-green; weathers dusky yellow or red brown, extensively bioturbated, locally has a small amount of quartz at base. Glauconite grains are typically dark green and have botryoidal shapes. The Hornerstown weathers readily to iron oxide because of its high glauconite content. The Hornerstown in most areas is nearly pure glauconite greensand.  "
NJTkb;0,Minor,Unconsolidated,Fine-detrital,Silt,,,Silt,Bed, 
NJTkb;1,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,Bed,"Sand, fine- to medium-grained, pale-gray to white, somewhat micaceous and woody with scattered shell fragments. Most Belleplain sand is quartz with lesser amounts of feldspar and mica. "
NJYf;11,Minor,Metamorphic,Skarn,,,,Skarn,,"Contains pods and layers of clinopyroxene-garnet skarn, hornblende skarn, and clinopyroxene-rich rock. "
NJTkl;0,Major,Unconsolidated,Fine-detrital,Clay,,,Clay,Bed,"the unit is primarily a massive to finely laminated, dark-gray clay (Alloway clay of Kmmel and Knapp, 1904). This clay facies occurs as far south as Clayton, Gloucester County, where the lower part changes to a fossiliferous clayey silt. The lower clayey facies thickens to over 30 m (98 ft) in the coastal region. Here, the lower facies is mostly dark-gray clayey silt that is locally very fossiliferous. "
NJYg;3,Incidental,Metamorphic,Metasedimentary,Metacarbonate,Marble,,Marble,, 
NJTkl;0,Minor,Unconsolidated,Coarse-detrital,Sand,,,Sand,Bed,"some of the lower member is a light-colored quartz sand ; South of Bridgeton, Cumberland County, sand is present at the top of the member. This sand thickens to over 23 m (75 ft) at the coast where it is part of the ""800 foot"" sand, the principal aquifer in the coastal region. Quartz and siliceous rock fragments are the major sand minerals. Feldspars typically constitute less than 10 percent of the sand fraction except in the reworked beds where they make up as much as 25 percent of the sand. Mica and wood fragments are minor constituents. "
NJTkl;1,Major,Unconsolidated,Fine-detrital,Clay,,,Clay,Bed,"Lower clay facies: clay and clay-silt, massive to thin-bedded, dark-gray, micaceous, contains wood fragments, flattened lignitized twigs, and other plant debris. Locally, the clay has irregularly shaped sand pockets, which may represent some type of burrow.  "
NJTkl;1,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,Bed,"Upper sand facies: sand, typically fine- to medium-grained, massive to thick-bedded, locally crossbedded, light-yellow to white, locally very micaceous and extensively stained by iron oxides in near-surface beds. The thick-bedded strata commonly consist of interbedded fine-grained, micaceous sand and gravelly, coarse- to fine-grained sand. Some beds are intensely burrowed. Trough crossbedded strata with high concentrations of ilmenite and a few burrows are most commonly seen in the Lakewood quadrangle.  "
NJTks;0,Major,Unconsolidated,Fine-detrital,Clay,,,Clay,Bed,"a lower laminated, micaceous, locally fossiliferous (typically thin-walled, small mollusks), dark-gray clay  "
NJTks;0,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,Bed,"interbedded with very fine grained sand and (2) an upper medium- to coarse-grained, gravelly, massive, pale-brown to medium-gray sand with scattered thin-walled mollusks. "
NJTks;0,Incidental,Unconsolidated,Coarse-detrital,Gravel,,,Gravel,Bed,"an upper medium- to coarse-grained, gravelly, massive, pale-brown to medium-gray sand with scattered thin-walled mollusks "
NJTks;0,Incidental,Sedimentary,Coal,Lignite,,,Lignite,Bed,"Thin, dark-gray clay layers interbedded with thin layers of lignite are common in this upper interval "
NJTks;1,Major,Unconsolidated,Fine-detrital,Clay,,,Clay,,"Clay, massive, dark-gray with abundant large mollusks.  "
NJTkw;0,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,Bed,"very fossiliferous, micaceous, darkgray clay-silt interbedded with fine- to medium-grained, pale-gray-brown sand in lower half of the member. The upper half of the member is more sandy (mostly fine-grained, micaceous quartz sand), thin-bedded to laminated, commonly interbedded with thin-bedded, gray-brown, micaceous clay  "
NJTkw;0,Minor,Unconsolidated,Fine-detrital,Clay,,,Clay,Bed,"very fossiliferous, micaceous, darkgray clay-silt interbedded with fine- to medium-grained, pale-gray-brown sand in lower half of the member. The upper half of the member is more sandy (mostly fine-grained, micaceous quartz sand), thin-bedded to laminated, commonly interbedded with thin-bedded, gray-brown, micaceous clay "
NJTkw;0,Major,Unconsolidated,Fine-detrital,Silt,,,Silt,Bed,"very fossiliferous, micaceous, darkgray clay-silt interbedded with fine- to medium-grained, pale-gray-brown sand in lower half of the member. The upper half of the member is more sandy (mostly fine-grained, micaceous quartz sand), thin-bedded to laminated, commonly interbedded with thin-bedded, gray-brown, micaceous clay "
NJTkw;0,Incidental,Unconsolidated,Coarse-detrital,Gravel,,,Gravel,Bed,"very fossiliferous, micaceous, darkgray clay-silt interbedded with fine- to medium-grained, pale-gray-brown sand in lower half of the member. The upper half of the member is more sandy (mostly fine-grained, micaceous quartz sand), thin-bedded to laminated, commonly interbedded with thin-bedded, gray-brown, micaceous clay  "
NJTkw;1,Major,Unconsolidated,Fine-detrital,Clay,,,Clay,Bed,"Clay, silty, massive to finely bedded, dark-gray to olive-gray, locally interbedded with thin beds of light-colored sand. Contains small shell fragments primarily at base. Upper beds are more sandy than lower beds but also contain many thin to thick beds of clay.  "
NJTkw;1,Minor,Unconsolidated,Fine-detrital,Silt,,,Silt,Bed, 
NJTkw;1,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,Bed,"Sand interbedded with thin beds of light-colored sand, contains small shell fragments primarily at base; upper beds are more sandy than lower beds; the sand is fine to medium grained, light gray, and commonly has dispersed wood fragments. Shell fragments are locally present in this facies. Basal beds are micaceous, locally diatomaceous, and contain wood fragments. Quartz is the major sand constituent with minor amounts of siliceous rock fragments and feldspar. "
NJTmq;0,Major,Unconsolidated,Fine-detrital,Clay,,,Clay,Bed,"clay to clay-silt, massive to finely laminated, green to gray-green, extensively bioturbated. Calcareous microfossils are abundant in this unit; In the deep subsurface, the Manasquan is primarily a massive to finely laminated, lightyellow clay-silt that has high concentrations of calcareous microfossils and has several hard indurated layers. "
NJTmq;0,Major,Unconsolidated,Fine-detrital,Silt,,,Silt,Bed,"clay to clay-silt, massive to finely laminated, green to gray-green, extensively bioturbated. Calcareous microfossils are abundant in this unit; In the deep subsurface, the Manasquan is primarily a massive to finely laminated, lightyellow clay-silt that has high concentrations of calcareous microfossils and has several hard indurated layers. "
NJTsr;0,Minor,Unconsolidated,Coarse-detrital,Sand,,,Sand,Bed,"basal greenish-gray glauconite sand; upper medium-gray to gray-green, silty quartz sand "
NJTsr;0,Major,Unconsolidated,Fine-detrital,Clay,,,Clay,Bed,"a basal clayey, greenish-gray glauconite sand; a middle dark-green to gray-green silty clay or clayey silt "
NJTmq;0,Minor,Unconsolidated,Coarse-detrital,Sand,,,Sand,Bed,"In the northwestern outcrop belt and shallow subsurface of the central sheet, the lower beds of the Manasquan Formation consist of a maximum of 10 m (33 ft) of fine- to coarse-grained, somewhat clayey, bluish-green glauconitic quartz sand. No calcareous macrofossils were found in this lithology. The sand minerals in the basal sand facies, excluding glauconite, consist of quartz, feldspar (10 to 25 percent), and siliceous rock fragments (a few percent).  "
NJYp;11,Minor,Metamorphic,Metasedimentary,Metacarbonate,Marble,,Marble,, 
NJTmq;1,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,Bed,"The lower part of the formation consists of 5 m (16 ft) of medium- to coarse-grained, massive, dark-grayish-green, glauconite-quartz sand. The lowest 1 m (3 ft) mostly contains calcareous debris and phosphatized internal fossil molds reworked from the underlying Vincentown Formation. The upper part of the formation is approximately 8 m (26 ft) thick and is mostly a very clayey, blue-green to pale-gray, quartz-glauconite (about 20 percent glauconite) sand.  "
NJTRl;2,Major,Sedimentary,Clastic,Mixed-clastic,Siltstone-mudstone,,Siltstone-mudstone,Bed,"Predominantly cyclic lacustrine sequences of silty, dolomitic or analcime-bearing argillite; laminated mudstone; mostly light- to dark-gray, greenishgray, and black "
NJTRl;2,Major,Sedimentary,Clastic,Mixed-clastic,Sandstone-mudstone,,Sandstone-mudstone,Bed,"silty to calcareous, argillaceous very fine grained sandstone; mostly light- to dark-gray, greenishgray, and black  "
NJTRl;2,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"minor silty limestone; mostly light- to dark-gray, greenishgray, and black "
NJTRl;5,Incidental,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,minor silty limestone 
NJTRl;5,Major,Metamorphic,Metasedimentary,Metaclastic,Argillite,,Argillite,,"light- to dark-gray, greenish-gray, and black, dolomitic or analcime-bearing silty argillite "
NJTRl;5,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,,"laminated mudstone, "
NJTRl;5,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,,"silty to calcareous, argillaceous, very-fine-grained pyritic sandstone and siltstone, "
NJTRl;5,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,,"silty to calcareous, argillaceous, very-fine-grained pyritic sandstone and siltstone, "
NJTRla;5,Major,Sedimentary,Clastic,Sandstone,Arkose,,Arkose,Bed,"light-gray to light-pinkish-gray or light-brown, coarse- to fine-grained, thick- to massive-bedded arkosic sandstone "
NJTRla;5,Minor,Metamorphic,Granoblastic,Hornfels,,,Hornfels,Hornfels,Thermally metamorphosed into hornfels where intruded by diabase (Jd) 
NJTRlcq;5,Major,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,quartzite conglomerate 
NJTRlcq;5,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,quartzite conglomerate 
NJTRlr;2,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"minor silty limestone; grayish-red, grayish-purple, and dark-brownish-red sequences "
NJTRlr;2,Major,Sedimentary,Clastic,Mixed-clastic,Siltstone-mudstone,,Siltstone-mudstone,Bed,"pyritic siltstone; grayish-red, grayish-purple, and dark-brownish-red sequences "
NJTRlr;2,Major,Sedimentary,Clastic,Mixed-clastic,Sandstone-mudstone,,Sandstone-mudstone,Bed,"silty to calcareous, argillaceous very fine grained sandstone; grayish-red, grayish-purple, and dark-brownish-red sequences "
NJTRlr;5,Major,Sedimentary,Clastic,Mixed-clastic,Siltstone-mudstone,,Siltstone-mudstone,Bed,"light- to dark-gray, greenish-gray, and black, dolomitic or analcime-bearing silty argillite; laminated mudstone "
NJTRlr;5,Major,Sedimentary,Clastic,Mixed-clastic,Sandstone-mudstone,,Sandstone-mudstone,Bed,"silty to calcareous, argillaceous, very-fine-grained pyritic sandstone and siltstone;  "
NJTRlr;5,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,minor silty limestone 
NJTRls;5,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,quartz sandstone 
NJTRls;5,Major,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed, 
NJTRpg;2,Major,Sedimentary,Clastic,Mixed-clastic,Siltstone-mudstone,,Siltstone-mudstone,Bed,gray and greenish- to purplish-gray argillaceous siltstone 
NJTRpg;2,Minor,Sedimentary,Clastic,Mudstone,Shale,Black-shale,Black-shale,Bed,. 
NJTRpg;2,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"medium- to dark-gray, argillaceous, fine-grained sandstone "
NJTRpg;5,Major,Sedimentary,Clastic,Mudstone,,,Mudstone,Calcareous, 
NJTRpg;5,Major,Sedimentary,Clastic,Mixed-clastic,Siltstone-mudstone,,Siltstone-mudstone,Bed, 
NJTRpg;5,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Calcareous, 
NJTRs;2,Major,Sedimentary,Clastic,Sandstone,Arkose,,Arkose,Bed,"Predominantly medium- to coarse-grained, light-gray, light-grayish-brown, or yellowish- to pinkish-gray arkosic sandstone and medium- to fine-grained, violet-gray to reddish-brown arkosic sandstone "
NJTRs;5,Minor,Sedimentary,Clastic,Sandstone,Arkose,,Arkose,Bed,"Light-gray, light-grayishbrown, yellowish- to pinkish-gray, or violet-gray to reddish-brown, medium- to coarse-grained arkosic sandstone. Sandstones mostly planar-bedded, with scoured bases containing pebble lags and mudstone rip-ups.  "
NJTRs;5,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
NJTRss;5,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"reddish-brown to pinkish-white, medium- to coarse-grained, feldspathic pebbly sandstone and conglomerate  "
NJTRss;5,Major,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,"reddish-brown to pinkish-white, medium- to coarse-grained, feldspathic pebbly sandstone and conglomerate  "
NJTsr;0,Major,Unconsolidated,Fine-detrital,Silt,,,Silt,Bed,"a basal clayey, greenish-gray glauconite sand; a middle dark-green to gray-green silty clay or clayey silt "
NJTsr;1,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,Bed,"Glauconite sand, silt, and clay, medium- to coarse-grained, light-brown to medium-gray, locally indurated at top and noncalcareous throughout.  "
NJTsr;1,Major,Unconsolidated,Fine-detrital,Silt,,,Silt,Bed,"Glauconite sand, silt, and clay, medium- to coarse-grained, light-brown to medium-gray, locally indurated at top and noncalcareous throughout.  "
NJTsr;1,Major,Unconsolidated,Fine-detrital,Clay,,,Clay,Bed,"Glauconite sand, silt, and clay, medium- to coarse-grained, light-brown to medium-gray, locally indurated at top and noncalcareous throughout.  "
NJTvt;0,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,Bed,"Upper part, sand, glauconite (35-40 percent) and quartz (60-65 percent), fine- to very fine grained, very clayey and silty, massive, dark-gray, bioturbated, very micaceous. Lower part, sand, massive, less micaceous and clayey, dark-gray-green. The lower 4.5 m (15 ft) of the formation is a fine- to medium-grained, clayey glauconite sand.  "
NJYf;11,Minor,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,,Thin layers of metaquartzite occur locally. 
NJTvt;0,Minor,Unconsolidated,Fine-detrital,Clay,,,Clay,Bed,"Upper part, sand, glauconite (35-40 percent) and quartz (60-65 percent), fine- to very fine grained, very clayey and silty, massive, dark-gray, bioturbated, very micaceous. Lower part, sand, massive, less micaceous and clayey, dark-gray-green. The lower 4.5 m (15 ft) of the formation is a fine- to medium-grained, clayey glauconite sand.  "
NJTvt;0,Minor,Unconsolidated,Fine-detrital,Silt,,,Silt,Bed,"Upper part, sand, glauconite (35-40 percent) and quartz (60-65 percent), fine- to very fine grained, very clayey and silty, massive, dark-gray, bioturbated, very micaceous.  "
NJTvt;1,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,Bed,"Sand, quartz, medium-grained, well- to poorly sorted, dusky-yellow to pale-gray; weathers orange brown or red brown, typically very glauconitic and clayey near base; glauconite decreases up section. Feldspar and mica are minor sand constituents. "
NJTvt;1,Minor,Unconsolidated,Fine-detrital,Clay,,,Clay,Bed,typically very glauconitic and clayey near base 
NJTvt;1,Minor,Unconsolidated,Fine-detrital,Silt,,,Silt,Bed,"Upper beds of the Vincentown are as much as 12 m (39 ft) thick and are mostly silty, darkgray to green-gray, massive, glauconite sand that contains a small percentage of quartz.  "
NJTvt;1,Minor,Sedimentary,Carbonate,Limestone,Coquina,,Coquina,Bed,"Calcarenite or coquina, characterized by an abundance of bryozoans, occurs locally along the western belt. These fossiliferous beds, 6 to 7.5 m (20-25 ft) thick, are best exposed along Shingle Run in the New Egypt quadrangle area and in streams that cross the Vincentown outcrop belt in the Pemberton quadrangle. "
NJTvt;1,Minor,Sedimentary,Clastic,Sandstone,Arenite,Calcarenite,Calcarenite,Bed,"Calcarenite or coquina, characterized by an abundance of bryozoans, occurs locally along the western belt. These fossiliferous beds, 6 to 7.5 m (20-25 ft) thick, are best exposed along Shingle Run in the New Egypt quadrangle area and in streams that cross the Vincentown outcrop belt in the Pemberton quadrangle. "
NJYa;11,Major,Metamorphic,Amphibolite,,,,Amphibolite,,"Gray- to grayish-black, medium-grained amphibolite composed of hornblende and andesine. Some phases contain biotite and (or) clinopyroxene.  "
NJYa;3,Major,Metamorphic,Amphibolite,,,,Amphibolite,Amphibolite,"Amphibolite - Medium-grained, very dark gray to black, and foliated; consists of hornblende and andesine. "
NJYa;3,Minor,Igneous,Plutonic,Granitic,Leucocratic-granitic,Pegmatite,Pegmatite,,Some exposures exhibit crosscutting bodies of white plagioclase pegmatite 
NJYam;11,Major,Metamorphic,Migmatite,,,,Migmatite,,"Mixed rock consisting of amphibolite containing veins, lenses, layers, and irregular clots of albite-oligoclase granite or microperthite alaskite. "
NJYb;11,Major,Metamorphic,Gneiss,Biotite-gneiss,,,Biotite-gneiss,,"Gray-weathering, locally rusty, gray to tan or greenish-gray, fine- to medium-coarse-grained, moderately layered and foliated gneiss that is variable in texture and composition. Composed of oligoclase, microcline microperthite, quartz, and biotite. Locally contains garnet, graphite, sillimanite, and opaque minerals. "
NJYba;11,Major,Igneous,Plutonic,Granitic,Granite,,Granite,,"Pink- to buff-weathering, light-pinkish-gray or pinkish-white, medium- to coarse-grained, gneissoid to indistinctly foliated granite composed principally of microcline microperthite, quartz and oligoclase. "
NJYba;11,Minor,Metamorphic,Amphibolite,,,,Amphibolite,,Includes small bodies of amphibolite not shown on map. 
NJYbb;11,Major,Igneous,Plutonic,Granitic,Granite,,Granite,,"Pink- to buff-weathering, light-pinkish-gray, medium-grained, massive, moderately foliated granite composed of microcline microperthite, quartz, oligoclase, and biotite. "
NJYbh;11,Major,Igneous,Plutonic,Granitic,Granite,,Granite,,"Pinkish-gray- to medium-buff-weathering, pinkish-white or light-pinkish-gray, medium- to coarse-grained, gneissoid to indistinctly foliated granite and sparse granite gneiss composed principally of microcline microperthite, quartz, oligoclase, and hornblende.  "
NJYbh;11,Minor,Metamorphic,Gneiss,,,,Gneiss,,"Pinkish-gray- to medium-buff-weathering, pinkish-white or light-pinkish-gray, medium- to coarse-grained, gneissoid to indistinctly foliated granite and sparse granite gneiss composed principally of microcline microperthite, quartz, oligoclase, and hornblende.  "
NJYbh;11,Minor,Igneous,Plutonic,Syenitic,Quartz-syenite,,Quartz-syenite,, 
NJYbh;11,Minor,Igneous,Plutonic,Syenitic,Quartz-monzonite,,Quartz-monzonite,, 
NJYbh;11,Incidental,Igneous,Plutonic,Granitic,Leucocratic-granitic,Pegmatite,Pegmatite,,Includes small bodies of pegmatite and amphibolite not shown on map 
NJYbh;11,Incidental,Metamorphic,Amphibolite,,,,Amphibolite,,Includes small bodies of pegmatite and amphibolite not shown on map 
NJYbp;11,Major,Metamorphic,Gneiss,Biotite-gneiss,,,Biotite-gneiss,,"White- to light-gray weathering, greenish-gray, medium-grained, moderately well layered gneiss composed of biotite, plagioclase and accessory amounts of hornblende, clinopyroxene, and, locally, garnet. "
NJYbs;11,Major,Igneous,Plutonic,Syenitic,Syenite,,Syenite,,"Tan- to buff-weathering, pinkish-gray or greenish-gray, medium- to coarse-grained, gneissoid syenite containing microcline microperthite, oligoclase, quartz, and hornblende. "
NJYbs;11,Minor,Igneous,Plutonic,Syenitic,Quartz-syenite,,Quartz-syenite,,"lesser amounts of quartz syenite containing microcline microperthite, oligoclase, quartz, and hornblende "
NJYbs;11,Incidental,Igneous,Plutonic,Dioritic,Monzodiorite,,Monzodiorite,, 
NJYd;11,Major,Igneous,Plutonic,Dioritic,Diorite,,Diorite,,"Gray- to tan-weathering, greenish-gray to brownish-gray, medium- to coarse-grained, greasy-lustered, massive diorite containing andesine or oligoclase, clinopyroxene, hornblende, hypersthene, and sparse amounts of biotite and magnetite.  "
NJYd;11,Minor,Metamorphic,Amphibolite,,,,Amphibolite,, 
NJYe;11,Major,Metamorphic,Gneiss,,,,Gneiss,,"Light-gray- to pinkish-white-weathering, light-grayish-pink to pinkish-white, medium-grained, moderately layered and foliated gneiss containing quartz, microcline, and epidote. Some phases contain scapolite.  "
NJYf;11,Major,Metamorphic,Metasedimentary,Metacarbonate,Marble,,Marble,,"White- to light-gray-weathering, white, grayish-white, or, less commonly pinkish-orange, coarse- to locally fine-crystalline calcite marble with accessory amounts of graphite, phlogopite, chondrodite, clinopyroxene, and serpentine.  "
