state,orig_label,map_sym1,map_sym2,unit_link,prov_no,province,unit_name,unit_age,unitdesc,strat_unit,unit_com,map_ref,rocktype1,rocktype2,rocktype3,unit_ref,map_symb2
NJ  ,Tmq,Tmq,Tmq;0,NJTmq;0,0,Central and Southern - Coastal Plain (Subsurface),Manasquan Formation,"lower Eocene, Ypresian","Manasquan Formation - Clay to clay-silt, massive to finely laminated, green to gray-green, extensively bioturbated. Calcareous microfossils are abundant in this unit. In the northwestern outcrop belt and shallow subsurface of the central sheet, the lower beds of the Manasquan Formation consist of a maximum of 10 m (33 ft) of fine- to coarse-grained, somewhat clayey, bluish-green glauconitic quartz sand. No calcareous macrofossils were found in this lithology. The sand minerals in the basal sand facies, excluding glauconite, consist of quartz, feldspar (10 to 25 percent), and siliceous rock fragments (a few percent). The glauconitic quartz sand is overlain to the southwest by a light- to dark-green, locally glauconitic, sandy clay-silt. This clay-silt is present at the base of the unit in the shallow subsurface. Eastward and in the intermediate subsurface, the Manasquan is primarily a clayey glauconite sand. In the deep subsurface, the Manasquan is primarily a massive to finely laminated, lightyellow clay-silt that has high concentrations of calcareous microfossils and has several hard indurated layers. In general, the formation thickens to the southeast where it is more than 60 m (197 ft) thick. The basal contact with the underlying Vincentown Formation is sharp and contains a thin zone, typically 0.61 m (2 ft) thick, of reworked glauconite sand, phosphatic debris, and sparse quartz granules. Gamma-ray logs through the Manasquan Formation have a large gamma spike along the basal contact. The age of the Manasquan was determined from calcareous nannofossils and, to a lesser degree, from foraminifera. The lower part of the Manasquan is assigned to the upper part of Zone NP 9 on the basis of the calcareous nannofossils Campylosphaera dela and Lophodolithus nascens and the absence of Zone NP 10 species. The upper part of the formation lies within Zone NP 13. This zone is characterized by the absence of Rhomboaster orthostylus and the presence of Discoaster lodoensis (Poore and Bybell, 1988). The foraminifera Planorotalites palmerae, which is present in this unit, has a range that correlates with the lower part of Zone NP 13 (Poore and Bybell, 1988).",,Subsurface unit shown in cross section (NJ002) with different description that surficial units.,NJ001,clay or mud,silt,sand,NJ001 NJ003 NJ109,
NJ  ,Tmq,Tmq,Tmq;1,NJTmq;1,1,Central and Southern - Coastal Plain Sediments,Manasquan Formation,"lower Eocene, Ypresian","Manasquan Formation - Consists of several lithologies. In the northern part of the central sheet, unit consists of a lower, clayey, quartz-glauconite sand, which is exposed intermittently along the Manasquan River near Farmingdale, Monmouth County, and an upper, finegrained quartz sand or silt, which is exposed along Hog Swamp Brook west of Deal, Monmouth County. The Farmingdale Member and the Deal Member (of Enright, 1969) are not used on this map because they are not continuous through the outcrop belt or in the subsurface. The formation is best exposed in the central sheet from the Fort Dix Military Reservation, Burlington County, southwestward to the Medford Lakes quadrangle. Here the lower part of the formation consists of 5 m (16 ft) of medium- to coarse-grained, massive, dark-grayish-green, glauconite-quartz sand. The lowest 1 m (3 ft) mostly contains calcareous debris and phosphatized internal fossil molds reworked from the underlying Vincentown Formation. The upper part of the formation is approximately 8 m (26 ft) thick and is mostly a very clayey, blue-green to pale-gray, quartz-glauconite (about 20 percent glauconite) sand. Locally, the glauconite content of this interval is variable, and the unit becomes almost a bluegreen clay-silt, especially near Pemberton, Burlington County (Owens and Minard, 1964a). Casts and molds of mollusks (especially Venericardia perantiqua) occur in outcrop. The age of the formation was determined from microfauna in unweathered subsurface beds. Calcareous nannofossils indicates upper Zone NP 9 to mid Zone NP 14 (early Eocene).",,,NJ001,sand,silt,,NJ001 NJ003 NJ110 NJ111,
NJ  ,Trl,TRl,TRl;2,NJTRl;2,2,Central and Southern - Rocks of the Newark Basin,Lockatong Formation,Upper Triassic,"Lockatong Formation - Predominantly cyclic lacustrine sequences of silty, dolomitic or analcime-bearing argillite; laminated mudstone; silty to calcareous, argillaceous very fine grained sandstone and pyritic siltstone; and minor silty limestone, mostly light- to dark-gray, greenishgray, and black. Grayish-red, grayish-purple, and dark-brownish-red sequences (Trlr) occur in some places, especially in upper half. Two types of cycles are recognized: freshwater-lake (detrital) and alkaline-lake (chemical) cycles. Freshwater-lake cycles average 5.2 m (17 ft) thick. They consist of basal, transgressive, fluvial to lake-margin deposits that are argillaceous, very fine grained sandstone to coarse siltstone with indistinct lamination, planar or cross lamination, or are disrupted by convolute bedding, desiccation cracks, root casts, soil-ped casts, and tubes. Medial lake-bottom deposits are laminated siltstones, silty mudstones, or silty limestones that are dark gray to black with calcite laminae and grains and lenses, or streaks of pyrite; fossils are common, including fish scales and articulated fish, conchostracans, plants, spores, and pollen. Upper regressive lake margin, playa lake, and mudflat deposits are light- to dark-gray silty mudstone to argillitic siltstone or very fine grained sandstone, mostly thick bedded to massive, with desiccation cracks, intraformational breccias, faint wavy laminations, burrows, euhedral pyrite grains, and dolomite or calcite specks. Alkaline-lake cycles are similar to freshwater-lake cycles, but are thinner, averaging 3 m (10 ft), have fewer fossils (mainly conchostracans), and commonly have red beds, extensive desiccation features, and abundant analcime and dolomite specks in the upper parts of cycles. Thickness near Byram is about 1,070 m (3,510 ft). The formation thins to the southeast and northeast; thickness near Princeton is less than 700 m (2,297 ft).",,,NJ001,argillite,mudstone,sandstone; siltstone; limestone,NJ001 NJ003,
NJ  ,Yd,Yd,Yd;11,NJYd;11,11,Northern - New Jersey Highlands,Diorite,Middle Proterozoic,"Diorite - Gray- to tan-weathering, greenish-gray to brownish-gray, medium- to coarse-grained, greasy-lustered, massive diorite containing andesine or oligoclase, clinopyroxene, hornblende, hypersthene, and sparse amounts of biotite and magnetite. Amphibolite layers common.",,Rocks of Uncertain Origin (Middle Proterozoic),NJ001,diorite,amphibolite,,NJ001 NJ002,
NJ  ,Trl,TRl,TRl;5,NJTRl;5,5,Northern - Newark Basin,Lockatong Formation,Upper Triassic,"Lockatong Formation (Kummel, 1897) - Cyclically-deposited sequences consisting of light- to dark-gray, greenish-gray, and black, dolomitic or analcime-bearing silty argillite, laminated mudstone, silty to calcareous, argillaceous, very-fine-grained pyritic sandstone and siltstone, and minor silty limestone (Trl). Grayish-red, grayish-purple, and dark-brownish-red sequences (Trlr) common in upper half. Two types of cycles are recognized: detrital and chemical. Detrital cycles average 5.2 m (17 ft) thick and consist of basal, argillaceous, very fine grained sandstone to coarse siltstone; medial, dark-gray to black, laminated siltstone, silty mudstone, or silty limestone; and upper, light- to dark-gray, silty to dolomitic or analcime-rich mudstone, argillitic siltstone, or very-fine-grained sandstone. Chemical cycles are similar to detrital cycles, but thinner, averaging 3.2 m (10.5 ft). Cycles in northern Newark basin are thinner and have arkosic sandstone in lower and upper parts. Upper part of formation in northern basin composed mostly of light-gray to light-pinkish-gray or light-brown, coarse- to fine-grained, thick- to massive-bedded arkosic sandstone (Trla). Thermally metamorphosed into hornfels where intruded by diabase (Jd). Interfingers laterally and gradationally with quartz sandstone and conglomerate (Trls) and quartzite conglomerate (Trlcq) near Triassic border fault in southwestern area of map. Maximum thickness of Lockatong Formation about 1,070 m (3,510 ft).",,"Newark Supergroup, Brunswick Group (Lyttle and Epstein, 1987). The Lockatong Formation unit description on the map encompasses multiple units (TRl, TRlr, TRla, TRls, and TRlcq). The units were split into separate records and appropriate descriptions for each were used. Names for units are from digital map",NJ001,argillite,mudstone,siltstone; sandstone; limestone,NJ001 NJ002 NJ024 NJ112,
NJ  ,Trla,TRla,TRla;5,NJTRla;5,5,Northern - Newark Basin,Lockatong Formation Arkosic Sandstone facies,Upper Triassic,"Lockatong Formation Arkosic Sandstone facies - Cycles in northern Newark basin are thinner and have arkosic sandstone in lower and upper parts. Upper part of formation in northern basin composed mostly of light-gray to light-pinkish-gray or light-brown, coarse- to fine-grained, thick- to massive-bedded arkosic sandstone (Trla). Thermally metamorphosed into hornfels where intruded by diabase (Jd).",,"Newark Supergroup, Brunswick Group (Lyttle and Epstein, 1987). The Lockatong Formation unit description on the map encompasses multiple units (TRl, TRlr, TRla, TRls, and TRlcq). The units were split into separate records and appropriate descriptions for each were used. Names for units are from digital map",NJ001,arkose,hornfels,,NJ001 NJ002 NJ024,
NJ  ,Trlcq,TRlcq,TRlcq;5,NJTRlcq;5,5,Northern - Newark Basin,Lockatong Formation - Conglomerate facies,Upper Triassic,Lockatong Formation Sandstone and Conglomerate Sandstone facies - Unit Trla interfingers laterally and gradationally with quartz sandstone and conglomerate (Trls) and quartzite conglomerate (Trlcq) near Triassic border fault in southwestern area of map.,,"Newark Supergroup, Brunswick Group (Lyttle and Epstein, 1987). The Lockatong Formation unit description on the map encompasses multiple units (TRl, TRlr, TRla, TRls, and TRlcq). The units were split into separate records and appropriate descriptions for each were used. Names for units are from digital map",NJ001,conglomerate,sandstone,,NJ001 NJ002 NJ024,
NJ  ,Trlr,TRlr,TRlr;2,NJTRlr;2,2,Central and Southern - Rocks of the Newark Basin,Lockatong Formation red bed,Upper Triassic,"Lockatong Formation red bed - Predominantly cyclic lacustrine sequences of silty, dolomitic or analcime-bearing argillite; laminated mudstone; silty to calcareous, argillaceous very fine grained sandstone and pyritic siltstone; and minor silty limestone, mostly light- to dark-gray, greenishgray, and black. Grayish-red, grayish-purple, and dark-brownish-red sequences (Trlr) occur in some places, especially in upper half. Two types of cycles are recognized: freshwater-lake (detrital) and alkaline-lake (chemical) cycles. Freshwater-lake cycles average 5.2 m (17 ft) thick. They consist of basal, transgressive, fluvial to lake-margin deposits that are argillaceous, very fine grained sandstone to coarse siltstone with indistinct lamination, planar or cross lamination, or are disrupted by convolute bedding, desiccation cracks, root casts, soil-ped casts, and tubes. Medial lake-bottom deposits are laminated siltstones, silty mudstones, or silty limestones that are dark gray to black with calcite laminae and grains and lenses, or streaks of pyrite; fossils are common, including fish scales and articulated fish, conchostracans, plants, spores, and pollen. Upper regressive lake margin, playa lake, and mudflat deposits are light- to dark-gray silty mudstone to argillitic siltstone or very fine grained sandstone, mostly thick bedded to massive, with desiccation cracks, intraformational breccias, faint wavy laminations, burrows, euhedral pyrite grains, and dolomite or calcite specks. Alkaline-lake cycles are similar to freshwater-lake cycles, but are thinner, averaging 3 m (10 ft), have fewer fossils (mainly conchostracans), and commonly have red beds, extensive desiccation features, and abundant analcime and dolomite specks in the upper parts of cycles. Thickness near Byram is about 1,070 m (3,510 ft). The formation thins to the southeast and northeast; thickness near Princeton is less than 700 m (2,297 ft).",,"This unit is described under the TRl (Lockatong Formation), but is mapped seperately. The entire TRl description was used here because it was too vague to split up (only main difference between the two units is color). Named this unit red bed (used in digital map).",NJ001,argillite,mudstone,sandstone; siltstone; limestone,NJ001 NJ003,
NJ  ,Trlr,TRlr,TRlr;5,NJTRlr;5,5,Northern - Newark Basin,Lockatong Formation red bed,Upper Triassic,"Lockatong Formation red bed - Cyclically-deposited sequences consisting of light- to dark-gray, greenish-gray, and black, dolomitic or analcime-bearing silty argillite, laminated mudstone, silty to calcareous, argillaceous, very-fine-grained pyritic sandstone and siltstone, and minor silty limestone (Trl). Grayish-red, grayish-purple, and dark-brownish-red sequences (Trlr) common in upper half.",,"Newark Supergroup, Brunswick Group (Lyttle and Epstein, 1987). The Lockatong Formation unit description on the map encompasses multiple units (TRl, TRlr, TRla, TRls, and TRlcq). The units were split into separate records and appropriate descriptions for each were used. Names for units are from digital map",NJ001,argillite,mudstone,sandstone; siltstone; limestone,NJ001 NJ002 NJ024,
NJ  ,Trls,TRls,TRls;5,NJTRls;5,5,Northern - Newark Basin,Lockatong Formation - Sandstone and Conglomerate facies,Upper Triassic,Sandstone and Conglomerate Sandstone facies - Unit Trla interfingers laterally and gradationally with quartz sandstone and conglomerate (Trls) and quartzite conglomerate (Trlcq) near Triassic border fault in southwestern area of map.,,"Newark Supergroup, Brunswick Group (Lyttle and Epstein, 1987). The Lockatong Formation unit description on the map encompasses multiple units (TRl, TRlr, TRla, TRls, and TRlcq). The units were split into separate records and appropriate descriptions for each were used. Names for units is from digital map",NJ001,sandstone,conglomerate,,NJ001 NJ002 NJ024,
NJ  ,Yla,Yla,Yla;11,NJYla;11,11,Northern - New Jersey Highlands,Albite-Oligoclase Granite,Middle Proterozoic,"Albite-Oligoclase Granite - White-weathering, light-greenish-gray, medium- to coarse-grained granite composed of albite or oligoclase, quartz, and sparse amounts of hornblende or clinopyroxene. Petrogenetically related to quartz-oligoclase gneiss (Ylo) but Yla has a more granulitic texture. Includes small bodies of pegmatite not shown on map.",,,NJ001,granite,pegmatite,,NJ001 NJ002,
NJ  ,Trpg,TRpg,TRpg;5,NJTRpg;5,5,Northern - Newark Basin,Passaic Formation gray bed,Lower Jurassic and Upper Triassic,"Passaic Formation gray bed - Rhythmic cycles 2 to 7 m (7-23 ft) of thick gray-bed sequences (Trpg), termed Van Houten cycles by Olsen (1985), contain basal thin-bedded to finely laminated shale to siltstone, which grade upward through laminated to micro-laminated, locally calcareous mudstone to siltstone and finally into massive silty mudstone. Lowest part of cycle has some desiccation features and local fossils; middle part has highest organic content and the most fossils; highest part contains mudcracks, burrows, and root casts. Gray-bed cycles are abundant in lower half of Passaic Formation and less common in upper half.",,"Newark Supergroup, Brunswick Group (Lyttle and Epstein, 1987). The Passaic Formation unit description on the map encompasses multiple units (JTRp, JTRpms, JTRps, JTRpsc, JTRpcq, JTRpcl, and TRpg). The units were split into separate records and appropriate descriptions for each were used. Names for units is from digital map.",NJ001,fine-grained mixed clastic,shale,siltstone; mudstone,NJ001 NJ002 NJ024 NJ027,
NJ  ,Trs,TRs,TRs;2,NJTRs;2,2,Central and Southern - Rocks of the Newark Basin,Stockton Formation,Upper Triassic,"Stockton Formation - Predominantly medium- to coarse-grained, light-gray, light-grayish-brown, or yellowish- to pinkish-gray arkosic sandstone and medium- to fine-grained, violet-gray to reddish-brown arkosic sandstone; with lesser, reddish to purplish-brown, silty mudstone, argillaceous siltstone, and shale. Some coarse-grained sandstone in lower part contains thick beds of conglomerate (Trsc) which have been mapped in the vicinity of Stockton. Sandstone, deposited in high-gradient stream channels, is mostly planar bedded with scoured bases containing pebble lags and mudstone rip-up clasts. Upper part of channel beds are burrowed. Large-scale trough crossbeds occur in some very coarse grained sandstone beds; smaller scale trough and climbing-ripple cross lamination occur in the upper part of channel sequences and in finer grained sandstone beds. Typical floodplain mudstones are irregularly thin bedded and extensively burrowed. Floodplain beds are thicker and more numerous in the central Newark basin, near the Delaware River. Thickness of the unit (including Trsc) near Stockton is about 1,240 m (4,068 ft).",,,NJ001,arkose,fine-grained mixed clastic,siltstone; shale,NJ001 NJ003,
NJ  ,Trs,TRs,TRs;5,NJTRs;5,5,Northern - Newark Basin,Stockton Formation,Upper Triassic,"Stockton Formation (Kummel, 1897) - Light-gray, light-grayishbrown, yellowish- to pinkish-gray, or violet-gray to reddish-brown, medium- to coarse-grained arkosic sandstone and reddish- to purplish-brown mudstone, silty mudstone, argillaceous siltstone, and shale. Mudstone, siltstone and shale beds thicker and more numerous in central Newark basin west of Round Valley Reservoir. Sandstones mostly planar-bedded, with scoured bases containing pebble lags and mudstone rip-ups. Unit is coarser near Newark basin border fault, where poorly exposed, reddish-brown to pinkish-white, medium- to coarse-grained, feldspathic pebbly sandstone and conglomerate (Trss) and pebble to cobble quartzite conglomerate (Trscq). Maximum thickness of formation about 1,240 m (4,070 ft).",,"Newark Supergroup, Brunswick Group (Lyttle and Epstein, 1987). The Stockton Formation unit description on the map encompasses multiple units (TRs, TRss, and TRscq). The units were split into separate records and appropriate descriptions for each were used. Names for units is from digital map.",NJ001,fine-grained mixed clastic,arkose,siltstone; shale; mudstone; sandstone,NJ001 NJ002 NJ024 NJ112,
NJ  ,Trscq,TRscq,TRscq;2,NJTRscq;2,2,Central and Southern - Rocks of the Newark Basin,Stockton Formation Cobble Conglomerate and Sandstone facies,Upper Triassic,"Stockton Formation Cobble Conglomerate and Sandstone facies - Predominantly medium- to coarse-grained, light-gray, light-grayish-brown, or yellowish- to pinkish-gray arkosic sandstone and medium- to fine-grained, violet-gray to reddish-brown arkosic sandstone; with lesser, reddish to purplish-brown, silty mudstone, argillaceous siltstone, and shale. Some coarse-grained sandstone in lower part contains thick beds of conglomerate (Trsc) which have been mapped in the vicinity of Stockton. Sandstone, deposited in high-gradient stream channels, is mostly planar bedded with scoured bases containing pebble lags and mudstone rip-up clasts. Upper part of channel beds are burrowed. Large-scale trough crossbeds occur in some very coarse grained sandstone beds; smaller scale trough and climbing-ripple cross lamination occur in the upper part of channel sequences and in finer grained sandstone beds. Typical floodplain mudstones are irregularly thin bedded and extensively burrowed. Floodplain beds are thicker and more numerous in the central Newark basin, near the Delaware River. Thickness of the unit (including Trsc) near Stockton is about 1,240 m (4,068 ft).",,"Note that printed map and digital description use map symbol Trsc for this unit; but there is no such symbol used on digital map. Trscq is used on digital map, so it is used here.",NJ001,conglomerate,,,NJ001 NJ003,
NJ  ,Trscq,TRscq,TRscq;5,NJTRscq;5,5,Northern - Newark Basin,Stockton Formation Cobble Conglomerate and Sandstone facies,Upper Triassic,"Stockton Formation Cobble Conglomerate and Sandstone facies - Unit is coarser near Newark basin border fault, where poorly exposed, reddish-brown to pinkish-white, medium- to coarse-grained, feldspathic pebbly sandstone and conglomerate (Trss) and pebble to cobble quartzite conglomerate (Trscq).",,"Newark Supergroup, Brunswick Group (Lyttle and Epstein, 1987). The Stockton Formation unit description on the map encompasses multiple units (TRs, TRss, and TRscq). The units were split into separate records and appropriate descriptions for each were used. Names for units is from digital map.",NJ001,conglomerate,,,NJ001 NJ002 NJ024,
NJ  ,Tsr,Tsr,Tsr;1,NJTsr;1,1,Central and Southern - Coastal Plain Sediments,Shark River Formation,"upper and middle Eocene, Priabonian through Lutetian","Shark River Formation - Glauconite sand, silt, and clay, medium- to coarse-grained, light-brown to medium-gray, locally indurated at top and noncalcareous throughout. Mollusk impressions (mainly Venericardia perantiqua) were observed in the Farmingdale quadrangle. The Shark River is exposed only at a few localities in the central sheet near Farmingdale, Monmouth County, along the Manasquan and Shark Rivers and in several tributaries to Deal Lake near Asbury Park in the Asbury Park quadrangle (Sugarman and Owens, 1994). Most outcrops are small, less than 3 m (10 ft) in height. The contact with the underlying Manasquan Formation was not observed. The Shark River is about 18 m (59 ft) thick and consists of two fining-upward cycles: a glauconite sand is present at the base and a clay or silt is present at the top of each cycle. Calcareous nannofossils in subsurface Shark River sections indicate Zones NP 14 through NP 18 (Martini, 1971) (middle Eocene and early late Eocene).",,,NJ001,sand,silt,clay or mud,NJ001 NJ003 NJ113 NJ114,
NJ  ,Ye,Ye,Ye;11,NJYe;11,11,Northern - New Jersey Highlands,Epidote Gneiss,Middle Proterozoic,"Epidote Gneiss - Light-gray- to pinkish-white-weathering, light-grayish-pink to pinkish-white, medium-grained, moderately layered and foliated gneiss containing quartz, microcline, and epidote. Some phases contain scapolite. May be interlayered with and related to potassium-feldspar gneiss (Yk), and (or) clinopyroxene-quartz-feldspar gneiss (Ymp). Two elongate bodies mapped east of Franklin.",,Metasedimentary Rocks (Middle Proterozoic),NJ001,paragneiss,,,NJ001 NJ002,
NJ  ,Tvt,Tvt,Tvt;0,NJTvt;0,0,Central and Southern - Coastal Plain (Subsurface),Vincentown Formation,"upper Paleocene, Selandian","Vincentown Formation - Upper part, sand, glauconite (35-40 percent) and quartz (60-65 percent), fine- to very fine grained, very clayey and silty, massive, dark-gray, bioturbated, very micaceous. Lower part, sand, massive, less micaceous and clayey, dark-gray-green. The lower 4.5 m (15 ft) of the formation is a fine- to medium-grained, clayey glauconite sand. Locally, there is an accumulation of disarticulated calcareous shells along the contact with the underlying Hornerstown Formation. These shells are commonly the brachiopod Oleneothyris harlani or the mollusk Gryphaea dissimilaris. Where the shell bed is absent it is difficult to separate glauconite sand of the basal part of the Vincentown from the underlying Hornerstown Formation, which also is a glauconite sand. Gamma logs through this interval show that there is a small gamma spike along the contact between the glauconite sands. The grain size decreases and the formation is significantly more clayey downdip. At Allaire State Park, Monmouth County (drillhole Allaire-C), for example, the bulk of the Vincentown is a clayey, very micaceous, dark-gray, slightly feldspathic quartz sand. Large fossils, which are abundant in the near-surface beds, are absent. In addition, the basal glauconite beds tend to thicken somewhat downdip. Farther basinward, the bulk of the formation is an unfossiliferous, gray-green to locally tan clayey silt or silty clay. Locally, a thin- to thick-bedded glauconite sand occurs at the base. In the thickest downdip section penetrated at Island Beach, the Vincentown is mostly a pale-gray to dark-gray clay-silt. No megafossils were observed in the Island Beach core. On the basis of geophysical log interpretations in the deepest subsurface, this unit has a maximum thickness of about 38 m (125 ft). The age of the Vincentown is best indicated by calcareous nannofossils, which indicate Zones NP 5 to NP 9 (Bybell, 1992). Common nannofossils from Zone NP 5 are Chiasmolithus bidens, Ellipsolithus distichus, Fasciculithus tympaniformis, Scapholithus fossilis, and Toweius eminens. Common nannofossils in Zone NP 9 are Biantholithus astralis, Chiasmolithus bidens, Discoaster multiradiatus, D. salisburgensis, Fasciculithus involutus, F. schaubii, F. thomasii, and Lophodolithus nascens. The upper part of the Vincentown falls within the upper part of Zone NP 9 and therefore is late Paleocene (Selandian) in age.",,Subsurface unit shown in cross section (NJ002) with different description that surficial units.,NJ001,sand,clay or mud,silt,NJ001 NJ003 NJ115,
NJ  ,Tvt,Tvt,Tvt;1,NJTvt;1,1,Central and Southern - Coastal Plain Sediments,Vincentown Formation,"upper Paleocene, Selandian","Vincentown Formation - Sand, quartz, medium-grained, well- to poorly sorted, dusky-yellow to pale-gray; weathers orange brown or red brown, typically very glauconitic and clayey near base; glauconite decreases up section. Feldspar and mica are minor sand constituents. Unit best exposed in the Pemberton, New Egypt, and Mount Holly quadrangles of the central sheet where the overlying formations have been stripped away. The Vincentown Formation is as much as 30 m (98 ft) thick and averages 3 to 15 m (10-49 ft) in its subcrop belt. Where unweathered the unit is generally a shelly sand; where weathered the unit is largely a massive quartz sand. The unweathered sand of the Vincentown is exposed intermittently along the Manasquan River near Farmingdale, Monmouth County. The calcareous nature of the unweathered Vincentown was observed in several coreholes in the vicinity of Farmingdale. The contact with the underlying Hornerstown Formation is disconformable; locally shell beds (bioherms) up to 1.5 m (5 ft) thick are found along the contact. Shells in the bioherms are typical of a restricted environment and contain the brachiopod Oleneothyris harlani (Morton) in the lower beds and the oyster Pycnodonte dissimilaris in the upper beds. The basal contact and the Oleneothyris bioherms are exposed along Crosswicks and Lahaway Creeks and their tributaries. Where bioherms are absent, the basal contact is difficult to place within a sequence of glauconite beds. In general, glauconite beds of the Vincentown are darker gray than glauconite beds of the Hornerstown, and the Vincentown has more quartz sand. Upper beds of the Vincentown are as much as 12 m (39 ft) thick and are mostly silty, darkgray to green-gray, massive, glauconite sand that contains a small percentage of quartz. Calcarenite or coquina, characterized by an abundance of bryozoans, occurs locally along the western belt. These fossiliferous beds, 6 to 7.5 m (20-25 ft) thick, are best exposed along Shingle Run in the New Egypt quadrangle area and in streams that cross the Vincentown outcrop belt in the Pemberton quadrangle. Calcareous nannofossils, present in some Vincentown outcrops, are from Zones NP 5 (the Oleneothyris beds) and NP 9 (late Paleocene). Vincentown sediments are much more fossiliferous in the subsurface and contain Zones NP 5 through NP 9, inclusive. Therefore, the Vincentown corresponds in age with the Aquia Formation of Virginia and Maryland. Numerous studies of the foraminifera of the Vincentown from calcareous beds in the western outcrop belt indicate that the Vincentown includes the planktic foraminifera Zones P3b through P6a (Olsson and others, 1988). A potassium-argon age of 56.4 +/- 18 Ma was determined for basal beds near New Egypt, Ocean County (Owens and Sohl, 1973).",,,NJ001,sand,clay or mud,silt; calcarenite,NJ001 NJ003 NJ059 NJ116,
NJ  ,water,water,water;0,NJwater;0,0,,Water,Holocene,water,,,NJ001,water,,,NJ001,
NJ  ,Ya,Ya,Ya;11,NJYa;11,11,Northern - New Jersey Highlands,Amphibolite,Middle Proterozoic,"Amphibolite - Gray- to grayish-black, medium-grained amphibolite composed of hornblende and andesine. Some phases contain biotite and (or) clinopyroxene. Ubiquitous and associated with almost all other Middle Proterozoic units. Some amphibolite is clearly metavolcanic in origin, some is metasedimentary, and some appears to be metagabbro.",,Rocks of Uncertain Origin (Middle Proterozoic),NJ001,amphibolite,,,NJ001 NJ002,
NJ  ,Ya,Ya,Ya;3,NJYa;3,3,Central and Southern - Piedmont Rocks,Amphibolite,Middle Proterozoic,"Amphibolite - Medium-grained, very dark gray to black, and foliated; consists of hornblende and andesine. Some exposures exhibit crosscutting bodies of white plagioclase pegmatite",,Rocks of the Trenton prong,NJ001,amphibolite,pegmatite,,NJ001 NJ003,
NJ  ,Yam,Yam,Yam;11,NJYam;11,11,Northern - New Jersey Highlands,Migmatite,Middle Proterozoic,"Migmatite - Mixed rock consisting of amphibolite containing veins, lenses, layers, and irregular clots of albite-oligoclase granite or microperthite alaskite.",,Rocks of Uncertain Origin (Middle Proterozoic),NJ001,migmatite,,,NJ001 NJ002,
NJ  ,Yb,Yb,Yb;11,NJYb;11,11,Northern - New Jersey Highlands,Biotite-Quartz-Feldspar Gneiss,Middle Proterozoic,"Biotite-Quartz-Feldspar Gneiss - Gray-weathering, locally rusty, gray to tan or greenish-gray, fine- to medium-coarse-grained, moderately layered and foliated gneiss that is variable in texture and composition. Composed of oligoclase, microcline microperthite, quartz, and biotite. Locally contains garnet, graphite, sillimanite, and opaque minerals.",,Metasedimentary Rocks (Middle Proterozoic),NJ001,paragneiss,,,NJ001 NJ002,
NJ  ,Yba,Yba,Yba;11,NJYba;11,11,Northern - New Jersey Highlands,Microperthite Alaskite,Middle Proterozoic,"Microperthite Alaskite - Pink- to buff-weathering, light-pinkish-gray or pinkish-white, medium- to coarse-grained, gneissoid to indistinctly foliated granite composed principally of microcline microperthite, quartz and oligoclase. Includes small bodies of amphibolite not shown on map. ",,"Byram Intrusive Suite (Middle Proterozoic) (Drake, 1984)",NJ001,granite,amphibolite,,NJ001 NJ002 NJ117,
NJ  ,Ybb,Ybb,Ybb;11,NJYbb;11,11,Northern - New Jersey Highlands,Biotite Granite,Middle Proterozoic,"Biotite Granite - Pink- to buff-weathering, light-pinkish-gray, medium-grained, massive, moderately foliated granite composed of microcline microperthite, quartz, oligoclase, and biotite.",,"Byram Intrusive Suite (Middle Proterozoic) (Drake, 1984)",NJ001,granite,,,NJ001 NJ002 NJ117,
NJ  ,Ybh,Ybh,Ybh;11,NJYbh;11,11,Northern - New Jersey Highlands,Hornblende Granite,Middle Proterozoic,"Hornblende Granite - Pinkish-gray- to medium-buff-weathering, pinkish-white or light-pinkish-gray, medium- to coarse-grained, gneissoid to indistinctly foliated granite and sparse granite gneiss composed principally of microcline microperthite, quartz, oligoclase, and hornblende. Some phases are quartz syenite or quartz monzonite. Includes small bodies of pegmatite and amphibolite not shown on map. U-Pb age approximately 1,090 Ma (Drake and others, 1991b). ",,"Byram Intrusive Suite (Middle Proterozoic) (Drake, 1984)",NJ001,granite,paragneiss,quartz syenite; quartz monzonite; pegmatite; amphibolite,NJ001 NJ002 NJ117 NJ118,
NJ  ,Ybp,Ybp,Ybp;11,NJYbp;11,11,Northern - New Jersey Highlands,Biotite-Plagioclase Gneiss,Middle Proterozoic,"Biotite-Plagioclase Gneiss - White- to light-gray weathering, greenish-gray, medium-grained, moderately well layered gneiss composed of biotite, plagioclase and accessory amounts of hornblende, clinopyroxene, and, locally, garnet.",,Rocks of Uncertain Origin (Middle Proterozoic),NJ001,gneiss,,,NJ001 NJ002,
NJ  ,Yg,Yg,Yg;3,NJYg;3,3,Central and Southern - Piedmont Rocks,Gneiss granofels and Migmatite,Middle Proterozoic,Gneiss granofels and Migmatite - Gneiss and granofels range in composition from felsic to intermediate to mafic; intermediate compositions predominate. Contains a wide variety of rock types including graphitic schist and marble. Many rocks were injected by a granitoid that has blue quartz and augen of potassic feldspar and are arteritic migmatites. One body of gneiss contains a 1 m by 0.5 m (3 by 2 ft) phacoid of gabbro that is interpreted to be an olistolith. Unit probably represents a sequence of meta-sedimentary and metavolcanic rocks that have been heavily injected and migmatized by felsic magma.,,Rocks of the Trenton prong,NJ001,gneiss,granofels,schist; marble; migmatite,NJ001 NJ003,
